review_text,review_id,cleaned_review,sentiment_score,sentiment_label,sentiment
"Very convenient to usePerfect for home projectsGreat height, easy to storeWouldn't recommend thisQuality could be betterAmazing build quality!Lightweight and easy to carryDoes the job, nothing fancyArrived on time, no issuesMissing a few screwsPerfect for cleaning guttersToo short for my needsVersatile and multi-functionalImpressive stabilityPaint chipped after one useHighly recommend this ladderFeels very durableNot suitable for outdoor workAssembly was a bit trickyCompact but sturdyIdeal for professional useCould use better packagingA bit heavier than expectedVery easy to extend and retractLifesaver for painting jobs!Poor customer support experienceLooks good, feels solidHappy with this purchaseOne of the steps is looseGood height for my needsFeels cheap, might not lastPerfect for small spacesVery stable even on uneven surfaces.Not as tall as describedGood grip and slip resistanceA bit overpriced but functionalDoesn't feel safe for heavier usersCompact design is a plusEasy to set up and take down.The hinges feel weakWorks well on hard surfacesDoesn't fit in my storage areaGreat for indoor useLadder locks securely in placeGreat value for money. Works perfectly for outdoor tasks",3259,convenient useperfect home projectsgreat height easy storewouldnt recommend thisquality could betteramazing build qualitylightweight easy carrydoes job nothing fancyarrived time no issuesmissing screwsperfect cleaning gutterstoo short needsversatile multifunctionalimpressive stabilitypaint chipped one usehighly recommend ladderfeels durablenot suitable outdoor workassembly bit trickycompact sturdyideal professional usecould use better packaginga bit heavier expectedvery easy extend retractlifesaver painting jobspoor customer support experiencelooks good feels solidhappy purchaseone steps loosegood height needsfeels cheap might not lastperfect small spacesvery stable even uneven surfacesnot tall describedgood grip slip resistancea bit overpriced functionaldoesnt feel safe heavier userscompact design pluseasy set take downthe hinges feel weakworks well hard surfacesdoesnt fit storage areagreat indoor useladder locks securely placegreat value money works perfectly outdoor tasks,0.9899,positive,Positive
"Some scratches were present upon delivery, but it's functional",3260,scratches present upon delivery functional,0.0,neutral,Neutral
"Very convenient to usePerfect for home projectsGreat height, easy to storeWouldn't recommend thisQuality could be betterAmazing build quality!Lightweight and easy to carryDoes the job, nothing fancyArrived on time, no issuesMissing a few screwsPerfect for cleaning guttersToo short for my needsVersatile and multi-functionalImpressive stabilityPaint chipped after one useHighly recommend this ladderFeels very durableNot suitable for outdoor workAssembly was a bit trickyCompact but sturdyIdeal for professional useCould use better packagingA bit heavier than expectedVery easy to extend and retractLifesaver for painting jobs!Poor customer support experienceLooks good, feels solidHappy with this purchaseOne of the steps is looseGood height for my needsFeels cheap, might not lastPerfect for small spacesVery stable even on uneven surfaces.Not as tall as describedGood grip and slip resistanceA bit overpriced but functionalDoesn't feel safe for heavier usersCompact design is a plusEasy to set up and take down.The hinges feel weakWorks well on hard surfacesDoesn't fit in my storage areaGreat for indoor useLadder locks securely in placeGreat value for money. Works perfectly for outdoor tasks",3261,convenient useperfect home projectsgreat height easy storewouldnt recommend thisquality could betteramazing build qualitylightweight easy carrydoes job nothing fancyarrived time no issuesmissing screwsperfect cleaning gutterstoo short needsversatile multifunctionalimpressive stabilitypaint chipped one usehighly recommend ladderfeels durablenot suitable outdoor workassembly bit trickycompact sturdyideal professional usecould use better packaginga bit heavier expectedvery easy extend retractlifesaver painting jobspoor customer support experiencelooks good feels solidhappy purchaseone steps loosegood height needsfeels cheap might not lastperfect small spacesvery stable even uneven surfacesnot tall describedgood grip slip resistancea bit overpriced functionaldoesnt feel safe heavier userscompact design pluseasy set take downthe hinges feel weakworks well hard surfacesdoesnt fit storage areagreat indoor useladder locks securely placegreat value money works perfectly outdoor tasks,0.9899,positive,Positive
Not satisfied. Expected better build quality.,3262,not satisfied expected better build quality,-0.5773,negative,Negative
The height is just right for cleaning and painting tasks,3263,height right cleaning painting tasks,0.0,neutral,Positive
,3264,,,neutral,Neutral
Sturdy and reliable,3265,sturdy reliable,0.0,neutral,Neutral
Not happy with the stability; it wobbles a bit,3266,not happy stability wobbles bit,-0.4585,negative,Negative
Not happy with the stability; it wobbles a bit,3267,not happy stability wobbles bit,-0.4585,negative,Negative
Not happy with the stability; it wobbles a bit,3268,not happy stability wobbles bit,-0.4585,negative,Negative
Not happy with the stability; it wobbles a bit,3269,not happy stability wobbles bit,-0.4585,negative,Negative
The height is just right for cleaning and painting tasks,3270,height right cleaning painting tasks,0.0,neutral,Positive
Not satisfied. Expected better build quality.,3271,not satisfied expected better build quality,-0.5773,negative,Negative
The height is just right for cleaning and painting tasks,3272,height right cleaning painting tasks,0.0,neutral,Positive
,3273,,,neutral,Neutral
"A bit heavy to handle, but overall it does the job well",3274,bit heavy handle overall job well,0.2732,positive,Positive
"Some scratches were present upon delivery, but it's functional",3275,scratches present upon delivery functional,0.0,neutral,Neutral
Sturdy and reliable,3276,sturdy reliable,0.0,neutral,Neutral
,3277,,,neutral,Neutral
Not happy with the stability; it wobbles a bit,3278,not happy stability wobbles bit,-0.4585,negative,Negative
good product,3279,good product,0.4404,positive,Positive
,3280,,,neutral,Neutral
Not happy with the stability; it wobbles a bit,3281,not happy stability wobbles bit,-0.4585,negative,Negative
,3282,,,neutral,Neutral
Not happy with the stability; it wobbles a bit,3283,not happy stability wobbles bit,-0.4585,negative,Negative
,3284,,,neutral,Neutral
Sturdy and reliable,3285,sturdy reliable,0.0,neutral,Neutral
good,3286,good,0.4404,positive,Positive
Not satisfied. Expected better build quality.,3287,not satisfied expected better build quality,-0.5773,negative,Negative
Easy to fold and store. Perfect for my small space!,3288,easy fold store perfect small space,0.765,positive,Positive
,3289,,,neutral,Neutral
Very sturdy and feels safe to use. Highly recommended!,3290,sturdy feels safe use highly recommended,0.6115,positive,Positive
"Good product, works as expected",3291,good product works expected,0.4404,positive,Positive
"A bit heavy to handle, but overall it does the job well",3292,bit heavy handle overall job well,0.2732,positive,Positive
"Some scratches were present upon delivery, but it's functional",3293,scratches present upon delivery functional,0.0,neutral,Neutral
,3294,,,neutral,Neutral
good,3295,good,0.4404,positive,Positive
"Good product, works as expected",3296,good product works expected,0.4404,positive,Positive
Very sturdy and feels safe to use. Highly recommended!,3297,sturdy feels safe use highly recommended,0.6115,positive,Positive
This ladder is compact and easy to carry around,3298,ladder compact easy carry around,0.4404,positive,Positive
This ladder is compact and easy to carry around,3299,ladder compact easy carry around,0.4404,positive,Positive
,3300,,,neutral,Neutral
,3301,,,neutral,Neutral
Very sturdy and feels safe to use. Highly recommended!,3302,sturdy feels safe use highly recommended,0.6115,positive,Positive
Easy to fold and store. Perfect for my small space!,3303,easy fold store perfect small space,0.765,positive,Positive
The height is just right for cleaning and painting tasks,3304,height right cleaning painting tasks,0.0,neutral,Positive
Not satisfied. Expected better build quality.,3305,not satisfied expected better build quality,-0.5773,negative,Negative
The ladder feels a bit shakyNot worth the price,3306,ladder feels bit shakynot worth price,0.2263,positive,Negative
Not satisfied. Expected better build quality.,3307,not satisfied expected better build quality,-0.5773,negative,Negative
"Some scratches were present upon delivery, but it's functional",3308,scratches present upon delivery functional,0.0,neutral,Neutral
The height is just right for cleaning and painting tasks,3309,height right cleaning painting tasks,0.0,neutral,Positive
The height is just right for cleaning and painting tasks,3310,height right cleaning painting tasks,0.0,neutral,Positive
"Good product, works as expected",3311,good product works expected,0.4404,positive,Positive
"Very convenient to usePerfect for home projectsGreat height, easy to storeWouldn't recommend thisQuality could be betterAmazing build quality!Lightweight and easy to carryDoes the job, nothing fancyArrived on time, no issuesMissing a few screwsPerfect for cleaning guttersToo short for my needsVersatile and multi-functionalImpressive stabilityPaint chipped after one useHighly recommend this ladderFeels very durableNot suitable for outdoor workAssembly was a bit trickyCompact but sturdyIdeal for professional useCould use better packagingA bit heavier than expectedVery easy to extend and retractLifesaver for painting jobs!Poor customer support experienceLooks good, feels solidHappy with this purchaseOne of the steps is looseGood height for my needsFeels cheap, might not lastPerfect for small spacesVery stable even on uneven surfaces.Not as tall as describedGood grip and slip resistanceA bit overpriced but functionalDoesn't feel safe for heavier usersCompact design is a plusEasy to set up and take down.The hinges feel weakWorks well on hard surfacesDoesn't fit in my storage areaGreat for indoor useLadder locks securely in placeGreat value for money. Works perfectly for outdoor tasks",3312,convenient useperfect home projectsgreat height easy storewouldnt recommend thisquality could betteramazing build qualitylightweight easy carrydoes job nothing fancyarrived time no issuesmissing screwsperfect cleaning gutterstoo short needsversatile multifunctionalimpressive stabilitypaint chipped one usehighly recommend ladderfeels durablenot suitable outdoor workassembly bit trickycompact sturdyideal professional usecould use better packaginga bit heavier expectedvery easy extend retractlifesaver painting jobspoor customer support experiencelooks good feels solidhappy purchaseone steps loosegood height needsfeels cheap might not lastperfect small spacesvery stable even uneven surfacesnot tall describedgood grip slip resistancea bit overpriced functionaldoesnt feel safe heavier userscompact design pluseasy set take downthe hinges feel weakworks well hard surfacesdoesnt fit storage areagreat indoor useladder locks securely placegreat value money works perfectly outdoor tasks,0.9899,positive,Positive
